pop1	pop2	reg1	reg2	number_of_ind1	number_of_ind2	mpd_neanderthal	div_neanderthal	mpd_human	div_human	int_mean_frag_length	int_total_seq_length	int_number_of_frags	art1_mean_frag_length	art1_total_seq_length	art1_number_of_frags	art2_mean_frag_length	art2_total_seq_length	art2_number_of_frags	ratio
Russian	Kalash	EUR	SAS	25	22	63810.0	0.00037488103211251716	1614281.7292124785	0.0007167302820923185	53661.41235813367	170214000	3172	83296.06707925734	417230000	5009	85339.24441017733	332055000	3891	0.4079620353282362
Balochi	Kalash	SAS	SAS	24	22	66394.0	0.00035727008076970676	1629360.8876310547	0.0007234253274933053	54386.01112086626	185837000	3417	83252.24382946896	445233000	5348	85339.24441017733	332055000	3891	0.4173926910179614
Brahui	Kalash	SAS	SAS	25	22	64312.5	0.0003584826256117546	1631789.0638527567	0.0007245034214820165	53874.474474474475	179402000	3330	83963.44747979993	436442000	5198	85339.24441017733	332055000	3891	0.41105576456894616
Makrani	Kalash	SAS	SAS	25	22	65009.0	0.00036644607787874006	1647698.3078729182	0.0007315670193336806	54218.82640586797	177404000	3272	82959.94608126325	430811000	5193	85339.24441017733	332055000	3891	0.41179078528635527
Kalash	Kalash	SAS	SAS	22	22	1051080.0	0.0031653792293445363	1488700.3564591259	0.0006609729932063438	85339.24441017733	332055000	3891	85339.24441017733	332055000	3891	85339.24441017733	332055000	3891	1.0
Pathan	Kalash	SAS	SAS	24	22	70373.0	0.0003663180798400908	1616971.4091962604	0.0007179244820009396	54115.211267605635	192109000	3550	83494.3231441048	478005000	5725	85339.24441017733	332055000	3891	0.4018974696917396
Sindhi	Kalash	SAS	SAS	24	22	68360.0	0.00036343143926505613	1635682.8042014684	0.0007262322161329278	53834.00114481969	188096000	3494	83600.0	469832000	5620	85339.24441017733	332055000	3891	0.40034735820463485
Mozabite	Kalash	MID	SAS	27	22	49733.0	0.00039725064500411363	1755552.408434814	0.000779453518029452	54861.08676599474	125193000	2282	86723.33044232437	299976000	3459	85339.24441017733	332055000	3891	0.4173433874709977
Burusho	Pathan	SAS	SAS	24	24	87642.0	0.0003443828834138866	1626031.8738509342	0.0007219472676586821	54089.26673751328	254490000	4705	83004.2372881356	470136000	5664	83494.3231441048	478005000	5725	0.541311450303742
Hazara	Pathan	SAS	SAS	19	24	79547.0	0.0003566042641705668	1640863.7276363089	0.000728532511457935	54169.01408450704	223068000	4118	84074.29015947103	432310000	5142	83494.3231441048	478005000	5725	0.5159908399065486
Uygur	Pathan	SAS	SAS	10	24	67577.0	0.0003653047765260449	1641365.861018751	0.0007287554553185592	55820.156910078455	184988000	3314	88113.44113188479	348753000	3958	83494.3231441048	478005000	5725	0.5304269784059206
Bougainville	Pathan	OCE	SAS	11	24	36718.0	0.00035933218507789867	1717897.177147702	0.0007627348473945377	53000.0	102184000	1928	100468.92870758673	263530000	2623	83494.3231441048	478005000	5725	0.38775092019883883
PapuanHighlands	Pathan	OCE	SAS	9	24	29167.5	0.00037870033757465593	1727289.1675163114	0.0007669048282501011	49915.74854180169	77020000	1543	96848.01864801865	207739000	2145	83494.3231441048	478005000	5725	0.370753686115751
PapuanSepik	Pathan	OCE	SAS	8	24	31448.0	0.0003992534944837305	1726723.5437857623	0.000766653695099909	49789.50695322377	78767000	1582	95321.77088087631	208850000	2191	83494.3231441048	478005000	5725	0.37714627723246347
Colombian	Pathan	AMR	SAS	7	24	30631.0	0.00038427569595162527	1655694.4975327183	0.0007351172740177426	52475.97103357472	79711000	1519	90187.00114025085	158188000	1754	83494.3231441048	478005000	5725	0.5039004222823475
Karitiana	Pathan	AMR	SAS	12	24	30911.0	0.0003840543697040479	1650857.4471762984	0.0007329696560377367	53056.031641397494	80486000	1517	89790.09566685425	159557000	1777	83494.3231441048	478005000	5725	0.504434152058512
Surui	Pathan	AMR	SAS	8	24	28666.5	0.00043042792792792795	1650618.7208307784	0.0007328636631383121	54323.00163132137	66600000	1226	94387.41958541816	132048000	1399	83494.3231441048	478005000	5725	0.5043620501635769
Pima	Pathan	AMR	SAS	13	24	36873.0	0.0003884598771610076	1651503.69003613	0.0007332565835416819	53296.462661426165	94921000	1781	90849.21014839636	189784000	2089	83494.3231441048	478005000	5725	0.50015280529444
Maya	Pathan	AMR	SAS	21	24	52637.5	0.00037398931408352636	1655541.0041619919	0.0007350491239885939	53474.92401215805	140746000	2632	86030.21718602456	273318000	3177	83494.3231441048	478005000	5725	0.5149532778668071
Yakut	Pathan	EAS	SAS	25	24	66416.0	0.0003608016123512188	1660167.285297341	0.0007371031618452911	52295.170454545456	184079000	3520	85160.19310950187	388075000	4557	83494.3231441048	478005000	5725	0.47433872318495135
Oroqen	Pathan	EAS	SAS	9	24	45755.0	0.00037450991626627816	1665526.9548730566	0.000739482819260356	50526.46815550041	122173000	2418	83778.13504823152	260550000	3110	83494.3231441048	478005000	5725	0.46890424102859335
Daur	Pathan	EAS	SAS	9	24	46047.0	0.00036941034897713595	1667033.5040538646	0.0007401517170120968	52395.96469104666	124650000	2379	87494.140625	268782000	3072	83494.3231441048	478005000	5725	0.4637587338437842
Hezhen	Pathan	EAS	SAS	9	24	45594.5	0.0003742684058018601	1667929.0915725713	0.0007405493518755195	51121.69534200588	121823000	2383	85640.29706167258	265228000	3097	83494.3231441048	478005000	5725	0.4593142503808044
Mongolian	Pathan	EAS	SAS	9	24	47744.5	0.0003778360754334734	1665877.5235560765	0.0007396384694089804	50911.76470588235	126363000	2482	87875.03914813655	280585000	3193	83494.3231441048	478005000	5725	0.4503555072437942
Xibo	Pathan	EAS	SAS	9	24	49296.0	0.0003740780088025497	1666704.215187025	0.0007400055149594136	52190.09900990099	131780000	2525	88987.14239794278	276839000	3111	83494.3231441048	478005000	5725	0.4760167461954421
Japanese	Pathan	EAS	SAS	27	24	56218.0	0.00036536036914278287	1670040.2176253458	0.000741486677711497	48356.379635449404	153870000	3182	78430.189501198	360073000	4591	83494.3231441048	478005000	5725	0.4273300136361238
NorthernHan	Pathan	EAS	SAS	10	24	46644.5	0.0003706091737579355	1668243.8682111183	0.0007406891105959826	50647.48490945674	125859000	2485	85439.47858472998	275286000	3222	83494.3231441048	478005000	5725	0.45719360955515354
Naxi	Pathan	EAS	SAS	8	24	43943.0	0.0003739702478213508	1670507.705157735	0.0007416942390466101	53410.90909090909	117504000	2200	88766.8252889191	261152000	2942	83494.3231441048	478005000	5725	0.44994485969856635
Yi	Pathan	EAS	SAS	10	24	47017.5	0.00037451908141563316	1671815.0628586297	0.0007422746971146172	50539.85507246377	125541000	2484	87185.6014580802	287015000	3292	83494.3231441048	478005000	5725	0.43740222636447573
Tu	Pathan	EAS	SAS	10	24	51590.5	0.00037361948972719304	1666536.8249233295	0.0007399311948028097	52185.563114134544	138083000	2646	86606.52870883125	297147000	3431	83494.3231441048	478005000	5725	0.4646959249125854
Tujia	Pathan	EAS	SAS	9	24	45860.5	0.00037955820767053447	1672028.86329829	0.0007423696230786891	52785.49584971603	120826000	2289	89896.23908663532	267711000	2978	83494.3231441048	478005000	5725	0.45132997896985927
Cambodian	Pathan	EAS	SAS	9	24	50975.0	0.0003852199475541651	1672780.7010277628	0.0007427034339979241	51429.071123202484	132327000	2573	85110.81794195251	290313000	3411	83494.3231441048	478005000	5725	0.455808041665375
Dai	Pathan	EAS	SAS	9	24	41718.5	0.00037867043051256684	1672118.5578002841	0.0007424094468371775	48384.2775581906	110171000	2277	84013.2362673726	253888000	3022	83494.3231441048	478005000	5725	0.4339354360978069
Lahu	Pathan	EAS	SAS	8	24	39994.5	0.00036707693154909414	1672636.6904994675	0.0007426394942873386	50794.405594405594	108954000	2145	89675.22935779816	244365000	2725	83494.3231441048	478005000	5725	0.4458658154809404
Miao	Pathan	EAS	SAS	10	24	47975.0	0.0003886944403934341	1670717.3098454059	0.0007417873021248843	51772.65100671141	123426000	2384	87096.5890978642	273222000	3137	83494.3231441048	478005000	5725	0.451742539034192
Han	Pathan	EAS	SAS	33	24	61239.0	0.00036306344228181155	1671703.0014649	0.0007422249426059178	48566.94500431903	168673000	3473	78911.08476585655	399369000	5061	83494.3231441048	478005000	5725	0.4223487551612669
She	Pathan	EAS	SAS	10	24	44227.5	0.0003699095874141666	1670319.9155059543	0.0007416108616982457	51736.47771527477	119563000	2311	88498.33222148099	265318000	2998	83494.3231441048	478005000	5725	0.45064036363910476
Adygei	Pathan	EUR	SAS	16	24	72075.5	0.0003578528481562576	1619527.7392142997	0.0007190594754173887	55165.98192276089	201411000	3651	87799.51219512195	359978000	4100	83494.3231441048	478005000	5725	0.559509192228414
Basque	Pathan	EUR	SAS	23	24	66916.5	0.0003632640099017963	1621726.8832884384	0.0007200358806656772	53193.473866589666	184209000	3463	84647.71598808342	340961000	4028	83494.3231441048	478005000	5725	0.5402641357809251
Sardinian	Pathan	EUR	SAS	28	24	67470.0	0.00035112096421657406	1629949.925039213	0.0007236868561596293	53125.79485761681	192156000	3617	83547.36098020735	354575000	4244	83494.3231441048	478005000	5725	0.5419333004300924
BergamoItalian	Pathan	EUR	SAS	12	24	61037.5	0.0003537380469429151	1621684.4501686946	0.0007200170406445497	57041.32231404959	172550000	3025	89985.15151515152	296951000	3300	83494.3231441048	478005000	5725	0.5810722981232594
Tuscan	Pathan	EUR	SAS	8	24	50733.5	0.0003668180207798593	1624504.846948857	0.0007212692779357716	54710.04746835443	138307000	2528	89399.92503748125	238519000	2668	83494.3231441048	478005000	5725	0.5798573698531354
French	Pathan	EUR	SAS	28	24	75579.5	0.00035015960675120343	1620770.1605791978	0.0007196111021868842	53678.93558816215	215843000	4021	81519.47236180905	389337000	4776	83494.3231441048	478005000	5725	0.5543860460218268
Orcadian	Pathan	EUR	SAS	15	24	63511.0	0.00035255684341415754	1617203.2817071266	0.0007180274318436561	55309.79428922321	180144000	3257	85381.43762049022	310020000	3631	83494.3231441048	478005000	5725	0.5810721888910393
Bedouin	Pathan	MID	SAS	46	24	80209.0	0.0003588528734089435	1683329.781401664	0.0007473871550705087	53041.05363075463	223515000	4214	79872.41706161137	421327000	5275	83494.3231441048	478005000	5725	0.5305024363499135
Palestinian	Pathan	MID	SAS	46	24	79791.5	0.0003524904468446977	1667825.9911076154	0.0007405035759592128	51399.86376021798	226365000	4404	78281.71573973101	430706000	5502	83494.3231441048	478005000	5725	0.525567324346538
Druze	Pathan	MID	SAS	42	24	78266.0	0.0003559924131123978	1639334.417086631	0.000727853507810776	52159.667852906285	219853000	4215	79069.13866357667	409420000	5178	83494.3231441048	478005000	5725	0.5369864686629867
Russian	Pathan	EUR	SAS	25	24	76997.5	0.00034731274949818445	1620088.857966452	0.0007193086083873279	52885.25763358779	221695000	4192	83296.06707925734	417230000	5009	83494.3231441048	478005000	5725	0.5313496153200873
Balochi	Pathan	SAS	SAS	24	24	85494.5	0.00034477620366897744	1632934.0800917188	0.0007250118010276067	54499.12087912088	247971000	4550	83252.24382946896	445233000	5348	83494.3231441048	478005000	5725	0.5569465875170978
Brahui	Pathan	SAS	SAS	25	24	82915.0	0.0003445789541489525	1635785.3321839173	0.0007262777378708333	54012.79461279461	240627000	4455	83963.44747979993	436442000	5198	83494.3231441048	478005000	5725	0.5513378639086064
Makrani	Pathan	SAS	SAS	25	24	83542.0	0.00034809601786689	1651826.2493240451	0.0007333997977063691	53618.6327077748	239997000	4476	82959.94608126325	430811000	5193	83494.3231441048	478005000	5725	0.5570818758109705
Kalash	Pathan	SAS	SAS	22	24	70373.0	0.0003663180798400908	1616971.4091962604	0.0007179244820009396	54115.211267605635	192109000	3550	85339.24441017733	332055000	3891	83494.3231441048	478005000	5725	0.5785457228471187
Pathan	Pathan	SAS	SAS	24	24	1340844.0	0.002805083628832334	1584760.0945204673	0.0007036228739009654	83494.3231441048	478005000	5725	83494.3231441048	478005000	5725	83494.3231441048	478005000	5725	1.0
Sindhi	Pathan	SAS	SAS	24	24	91689.0	0.0003518002670472858	1639102.0705411714	0.000727750347499873	54229.712858926345	260628000	4806	83600.0	469832000	5620	83494.3231441048	478005000	5725	0.5547259445929609
Mozabite	Pathan	MID	SAS	27	24	60677.0	0.00038064439230643763	1758670.0423405464	0.0007808377266147813	53491.94630872483	159406000	2980	86723.33044232437	299976000	3459	83494.3231441048	478005000	5725	0.5313958450009334
Burusho	Sindhi	SAS	SAS	24	24	90011.0	0.00036285394091847264	1644173.2014707138	0.0007300018956874569	53439.03489875054	248064000	4642	83004.2372881356	470136000	5664	83600.0	469832000	5620	0.527643064985451
Hazara	Sindhi	SAS	SAS	19	24	77013.0	0.000348656540733866	1658692.1704641278	0.0007364482207334672	54045.7548323954	220885000	4087	84074.29015947103	432310000	5142	83600.0	469832000	5620	0.5109412227336865
Uygur	Sindhi	SAS	SAS	10	24	64591.0	0.0003641740385537006	1659315.4926294205	0.0007367249716024636	54024.6725555894	177363000	3283	88113.44113188479	348753000	3958	83600.0	469832000	5620	0.5085633671968414
Bougainville	Sindhi	OCE	SAS	11	24	37862.5	0.00037451655340910216	1729204.6194549364	0.0007677552760891995	52192.56582343831	101097000	1937	100468.92870758673	263530000	2623	83600.0	469832000	5620	0.38362615262019506
PapuanHighlands	Sindhi	OCE	SAS	9	24	29776.5	0.0004035795123405755	1738084.8970979087	0.0007716980599198823	48732.49669749009	73781000	1514	96848.01864801865	207739000	2145	83600.0	469832000	5620	0.3551620061712052
PapuanSepik	Sindhi	OCE	SAS	8	24	31519.5	0.00041073103987490227	1737021.4805138027	0.0007712259100748366	50888.59416445623	76740000	1508	95321.77088087631	208850000	2191	83600.0	469832000	5620	0.36744074694757
Colombian	Sindhi	AMR	SAS	7	24	28884.5	0.0003819539029131349	1672789.0389735997	0.0007427071359900632	50281.25	75623000	1504	90187.00114025085	158188000	1754	83600.0	469832000	5620	0.4780577540647837
Karitiana	Sindhi	AMR	SAS	12	24	31059.5	0.00040864537010236034	1668247.373539859	0.0007406906669384795	49515.30944625407	76006000	1535	89790.09566685425	159557000	1777	83600.0	469832000	5620	0.4763564118152134
Surui	Sindhi	AMR	SAS	8	24	27640.0	0.0004367957774301111	1667084.9381878793	0.0007401745534233096	50990.33037872683	63279000	1241	94387.41958541816	132048000	1399	83600.0	469832000	5620	0.47921210468920394
Pima	Sindhi	AMR	SAS	13	24	35965.5	0.0003895278942067128	1669363.2013691654	0.000741186087025564	52972.46127366609	92331000	1743	90849.21014839636	189784000	2089	83600.0	469832000	5620	0.4865057117565232
Maya	Sindhi	AMR	SAS	21	24	49576.5	0.0003711232548564584	1674236.2154484515	0.0007433496726577883	51897.8243978244	133585000	2574	86030.21718602456	273318000	3177	83600.0	469832000	5620	0.48875302760886585
Yakut	Sindhi	EAS	SAS	25	24	67877.5	0.00037955590100316493	1677048.128351139	0.0007445981431642008	51315.35150645624	178834000	3485	85160.19310950187	388075000	4557	83600.0	469832000	5620	0.46082329446627585
Oroqen	Sindhi	EAS	SAS	9	24	42326.0	0.00036240495924378383	1681040.3722862287	0.0007463706727481007	48301.07526881721	116792000	2418	83778.13504823152	260550000	3110	83600.0	469832000	5620	0.4482517750911533
Daur	Sindhi	EAS	SAS	9	24	44215.5	0.00037236300245067076	1682299.2971846526	0.0007469296269760103	50507.443641003825	118743000	2351	87494.140625	268782000	3072	83600.0	469832000	5620	0.4417818157465902
Hezhen	Sindhi	EAS	SAS	9	24	46309.5	0.00038838196197489035	1683420.1227809966	0.0007474272660382053	50804.0051129101	119237000	2347	85640.29706167258	265228000	3097	83600.0	469832000	5620	0.4495641485815977
Mongolian	Sindhi	EAS	SAS	9	24	45061.0	0.00036688052629007834	1681702.3393120312	0.0007466645816764826	49785.974868261044	122822000	2467	87875.03914813655	280585000	3193	83600.0	469832000	5620	0.4377354455868988
Xibo	Sindhi	EAS	SAS	9	24	48101.5	0.0003825260244777211	1682374.3848673487	0.0007469629654045055	51137.454249694994	125747000	2459	88987.14239794278	276839000	3111	83600.0	469832000	5620	0.45422429643222234
Japanese	Sindhi	EAS	SAS	27	24	55953.5	0.00038075520230820527	1684617.3655496975	0.0007479588338134056	46860.33163265306	146954000	3136	78430.189501198	360073000	4591	83600.0	469832000	5620	0.40812279732165424
NorthernHan	Sindhi	EAS	SAS	10	24	44729.0	0.0003776224366605037	1683386.0153054902	0.000747412122547389	48013.376570733686	118449000	2467	85439.47858472998	275286000	3222	83600.0	469832000	5620	0.4302761491685011
Naxi	Sindhi	EAS	SAS	8	24	42791.0	0.00038554965896906844	1685212.4761295288	0.0007482230589272999	50288.62709560489	110987000	2207	88766.8252889191	261152000	2942	83600.0	469832000	5620	0.42499004411224117
Yi	Sindhi	EAS	SAS	10	24	48747.5	0.00038745996041744495	1686484.5372753115	0.0007487878455611053	51039.75659229209	125813000	2465	87185.6014580802	287015000	3292	83600.0	469832000	5620	0.4383499120255039
Tu	Sindhi	EAS	SAS	10	24	50921.5	0.00037916514642700246	1682134.6470571663	0.0007468565234215412	50450.413223140495	134299000	2662	86606.52870883125	297147000	3431	83600.0	469832000	5620	0.4519614870754206
Tujia	Sindhi	EAS	SAS	9	24	42171.5	0.00037309346025904167	1686737.0506839205	0.0007488999598242536	50528.38623156012	113032000	2237	89896.23908663532	267711000	2978	83600.0	469832000	5620	0.4222164946528159
Cambodian	Sindhi	EAS	SAS	9	24	50842.5	0.00039318000788796006	1686020.561477728	0.0007485818434127391	50256.898561989896	129311000	2573	85110.81794195251	290313000	3411	83600.0	469832000	5620	0.4454192543909505
Dai	Sindhi	EAS	SAS	9	24	41229.0	0.0003807769034689128	1685154.5716326525	0.0007481973497182879	47552.042160737816	108276000	2277	84013.2362673726	253888000	3022	83600.0	469832000	5620	0.4264715149987396
Lahu	Sindhi	EAS	SAS	8	24	42530.0	0.0003964207484736916	1687274.1088260675	0.0007491384100444074	51210.02386634845	107285000	2095	89675.22935779816	244365000	2725	83600.0	469832000	5620	0.43903586847543635
Miao	Sindhi	EAS	SAS	10	24	43779.0	0.00037067863341941495	1684988.6170955366	0.0007481236670146748	50623.660522931845	118105000	2333	87096.5890978642	273222000	3137	83600.0	469832000	5620	0.43226753336114954
Han	Sindhi	EAS	SAS	33	24	59050.0	0.00036719439849764324	1686007.9608493377	0.0007485762488180799	46680.40638606677	160814000	3445	78911.08476585655	399369000	5061	83600.0	469832000	5620	0.4026702122598399
She	Sindhi	EAS	SAS	10	24	43815.0	0.00038547146904087414	1685170.058137762	0.0007482042256228929	50117.28395061728	113666000	2268	88498.33222148099	265318000	2998	83600.0	469832000	5620	0.42841420484098325
